LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID7699,7699,0,105.19917297363281,159.72575504182012,0.0,0.0,2398.9349708000004,4,10.0,1,,10549.616822429907,10504.0,0.0,24448.0,7901663.0,7870.545484991557,0.2856425701058542,0.5956135043854958
ID7813,7813,0,83.14620208740234,157.2324407393482,11.984431305723097,0.0,599.7337427000001,1,10.0,1,,13925.648865153538,12694.0,9848.0,21731.0,1.0430311E7,3630.223896811048,0.2139892103423778,1.352349901999208
ID7592,7592,0,87.72350311279297,156.2112035250123,13.195916879835991,0.0,0.0,0,10.0,1,,13926.639519359145,12623.0,9806.0,22237.0,1.0431053E7,3714.8977459585744,0.1982963898841311,1.2407378259800366
ID7643,7643,0,74.91996765136719,159.06573126065558,0.0,0.0,2998.6687135000006,5,10.0,1,,9037.076101468625,10269.0,0.0,21639.0,6768770.0,6589.4231906019395,0.2249242833679697,0.5036602030783476
ID7483,7483,0,84.50275421142578,158.43554530758692,11.663571684736347,0.0,1199.4674854000002,2,10.0,1,,14029.795727636849,12302.0,9940.0,22993.0,1.0508317E7,3829.26300237684,0.21318800591591813,1.2876588204283286
ID7758,7758,0,77.73428344726562,159.2365024837845,6.025506726185459,0.0,1799.2012281000002,3,10.0,1,,14023.953271028038,13353.0,0.0,22696.0,1.0503941E7,4072.3181436770783,0.31971682225403064,1.6685663754090791
ID7425,7425,1,102.47647857666016,316.1513911778175,0.0,0.0,3598.4024562000004,6,10.0,1,,10623.520694259012,11260.0,0.0,22504.0,7957017.0,7570.513784135631,0.2774627884552258,0.6095784391781799
ID7700,7700,1,104.28202819824219,320.1115338648048,0.0,0.0,2398.9349708000004,4,10.0,1,,11057.516688918558,12765.0,0.0,21348.0,8282080.0,7586.671863998113,0.2967100872464722,0.6669998260335913
ID7812,7812,1,120.73722076416016,324.07167655179205,0.0,0.0,599.7337427000001,1,10.0,1,,11470.388518024032,12377.0,0.0,23435.0,8591321.0,8120.084460252403,0.32093628788171463,0.6864114691648621
ID7591,7591,1,127.7813720703125,322.0916052082984,0.0,0.0,0.0,0,10.0,1,,11662.934579439252,12352.0,0.0,24346.0,8735538.0,8326.927838464673,0.3313869962839477,0.697243036991134
ID7864,7864,1,72.78399658203125,322.0916052082984,0.0,0.0,4797.869941600001,8,10.0,1,,9412.939919893191,10798.0,0.0,23227.0,7050292.0,6930.000662883228,0.22121200535312957,0.4920844415265879
ID7481,7481,1,117.30062866210938,320.7715576459693,0.0,0.0,1199.4674854000002,2,10.0,1,,11608.440587449933,13266.0,0.0,22978.0,8694722.0,8127.842476265904,0.32072961985306053,0.6936713414137149
ID7644,7644,1,99.45381927490234,316.1513911778175,0.0,0.0,2998.6687135000006,5,10.0,1,,10548.659546061415,11359.0,0.0,21450.0,7900946.0,7428.313597759812,0.27503436943599263,0.6126354428712432
ID7756,7756,1,103.28019714355469,320.7715576459693,0.0,0.0,1799.2012281000002,3,10.0,1,,10737.969292389853,11549.0,0.0,21940.0,8042739.0,7539.366764808326,0.28546417570039867,0.6325704770210417
ID7535,7535,1,107.37157440185547,317.4714387401466,0.0,0.0,4198.136198900001,7,10.0,1,,10680.690253671562,11109.0,0.0,24087.0,7999837.0,7786.917191703859,0.2796393969969498,0.5994797455183951
ID7536,7536,2,83.94950103759766,475.2171224384731,0.0,0.0,4198.136198900001,7,10.0,1,,10315.463284379171,12374.0,0.0,19416.0,7726282.0,6964.9738171114905,0.2689245203100096,0.6277603158762974
ID7426,7426,2,82.91470336914062,472.57702731381494,0.0,0.0,3598.4024562000004,6,10.0,1,,10337.7303070761,12826.0,0.0,18802.0,7742960.0,6936.380920727752,0.27016619771608885,0.6340050518318335
ID7971,7971,2,70.50100708007812,481.157336468954,0.0,0.0,5997.337427000001,10,10.0,1,,9609.56341789052,11200.0,0.0,18801.0,7197563.0,6519.674316879534,0.2389572258338352,0.5685538518030148
ID7701,7701,2,69.26161193847656,471.2569797514858,0.0,0.0,2398.9349708000004,4,10.0,1,,9506.540720961282,10891.0,0.0,19178.0,7120399.0,6498.257706642287,0.23509317666070498,0.5569239309725342
ID8024,8024,2,66.24180603027344,483.13740781244763,0.0,0.0,6597.0711697000015,11,10.0,1,,9399.357810413885,11039.0,0.0,18439.0,7040119.0,6367.961443140123,0.22947929652800536,0.5509980258784446
ID7865,7865,2,65.14801788330078,478.5172413442958,0.0,0.0,4797.869941600001,8,10.0,1,,9473.053404539385,11080.0,0.0,18515.0,7095317.0,6396.352630033189,0.23110736176106564,0.5560392316254347
ID7482,7482,2,84.34486389160156,463.33669437751126,0.0,0.0,1199.4674854000002,2,10.0,1,,10010.109479305742,10953.0,0.0,20603.0,7497572.0,6961.356706218037,0.2628308854145334,0.5985578599390231
ID8076,8076,2,56.24142074584961,479.8372889066249,0.0,0.0,5397.603684300001,9,10.0,1,,8993.212283044058,10688.0,0.0,17910.0,6735916.0,6110.226466746477,0.2077380167179703,0.506326639456713
ID7645,7645,2,66.7060317993164,471.91700353265037,0.0,0.0,2998.6687135000006,5,10.0,1,,9477.452603471294,10927.0,0.0,18878.0,7098612.0,6447.134768563525,0.23177513758082627,0.5532103310304964
