LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID4353,4353,0,8.381824493408203,154.18574811564312,126.23986992513582,0.0,6597.4208619,11,10.0,1,,1518.8450363196125,1489.0,1245.0,1928.0,627283.0,169.2239287568229,0.07179643479947763,1.2024644876839223
ID8449,8449,0,9.482829093933105,148.08677457790805,145.1467064220565,0.0,33586.8698424,56,10.0,1,,1528.6004842615012,1484.0,1215.0,1956.0,631312.0,216.89210932429873,0.08120197700585449,1.0586197887917579
ID15876,15876,0,10.903478622436523,115.3915265231401,146.86618063798934,0.0,68373.2707506,114,10.0,1,,1482.9394673123486,1351.0,1162.0,2112.0,612454.0,262.2990746825601,0.07733365670235057,0.8116615616792603
ID6917,6917,0,9.992612838745117,106.45657428034237,122.62209654590934,0.0,24590.3868489,41,10.0,1,,1507.3777239709443,1499.0,1198.0,1889.0,622547.0,183.7602323619551,0.08603120106471425,1.2996135803581608
ID18181,18181,0,10.10700511932373,104.27839313973962,106.11816873174375,0.0,76769.9882112,128,10.0,1,,1456.5254237288136,1476.0,1149.0,1827.0,601545.0,161.39734919692236,0.09247533245221705,1.527797972897647
ID3847,3847,0,9.626970291137695,154.3641417089002,126.58082684193687,0.0,4198.3587303,7,10.0,1,,1525.365617433414,1453.0,1209.0,2014.0,629976.0,196.55444533263136,0.07506550275119261,1.0837436095400605
ID12039,12039,0,8.99579906463623,147.05271734533144,177.83968467706651,0.0,52179.6013623,87,10.0,1,,1478.951573849879,1400.0,1185.0,1945.0,610807.0,207.086112145143,0.05535700158138601,0.7492144372625222
ID11784,11784,0,8.153355598449707,127.99596579037042,181.72256534257636,0.0,50380.304763600005,84,10.0,1,,1460.0048426150122,1390.0,1202.0,1875.0,602982.0,178.23935302503605,0.05222565600385703,0.813122000523625
ID17673,17673,0,11.966715812683105,101.39600172236881,107.50533011510339,0.0,74370.9260796,124,10.0,1,,1461.360774818402,1357.0,1144.0,2041.0,603542.0,249.31054077034932,0.09372217467265614,1.0045744790116304
ID10250,10250,0,8.281475067138672,123.14514908898829,165.58724672721397,0.0,43183.1183688,72,10.0,1,,1431.09200968523,1352.0,1185.0,1896.0,591041.0,181.54536531955202,0.05902907957031891,0.878760469589088
ID15114,15114,0,9.453222274780273,122.26869203885867,165.04309031244713,0.0,66573.97415190001,111,10.0,1,,1480.8353510895884,1417.0,1186.0,1956.0,611585.0,198.85399095351596,0.06969866122686717,0.9704327431999099
ID18699,18699,0,11.392837524414062,116.06986591647883,102.4311317677197,0.0,78569.28480990001,131,10.0,1,,1470.4794188861986,1434.0,1159.0,1923.0,607308.0,210.9204232393518,0.09674491460399663,1.2299652121891238
ID12300,12300,0,9.227147102355957,145.75693333960794,180.9864759850641,0.0,53379.132428100005,89,10.0,1,,1475.501210653753,1394.0,1196.0,1905.0,609382.0,200.79018204899515,0.06206717977285798,0.8588891493953462
ID6157,6157,0,8.079608917236328,116.25123279779896,123.51212371876156,0.0,20392.028118600003,34,10.0,1,,1486.53995157385,1463.0,1188.0,1919.0,613941.0,195.24013463384597,0.07343169236672271,1.0417094569291998
ID12561,12561,0,9.903709411621094,142.08147984681713,180.41577234198795,0.0,54578.66349390001,91,10.0,1,,1482.1549636803875,1407.0,1193.0,1972.0,612130.0,205.32733800884188,0.0739312175204449,0.9938668914209491
ID17170,17170,0,11.405953407287598,115.29457389132884,119.65719854537217,0.0,73171.39501380001,122,10.0,1,,1465.0193704600483,1394.0,1163.0,1921.0,605053.0,224.04923092102274,0.08985776019469684,1.078240581839852
ID9235,9235,0,15.566412925720215,148.0191778914585,160.44507462064976,0.0,37185.4630398,62,10.0,1,,1607.3510895883778,1420.0,1176.0,2713.0,663836.0,374.48941321708156,0.11246709979578216,0.8678397131729443
ID11540,11540,0,7.61541223526001,130.85356179531277,178.5642215389929,0.0,50980.0702965,85,10.0,1,,1461.9612590799031,1417.0,1207.0,1838.0,603790.0,164.04369371284764,0.048644902009182436,0.8268280534544707
ID19221,19221,0,11.443583488464355,113.02592561561463,106.29945743015165,0.0,80368.5814086,134,10.0,1,,1467.677966101695,1431.0,1103.0,1914.0,606151.0,216.8901234591045,0.09511834887508876,1.1755043517717507
ID14360,14360,0,11.295286178588867,130.13498201848057,181.45749775642008,0.0,62375.61542160001,104,10.0,1,,1494.687651331719,1370.0,1220.0,2132.0,617306.0,244.06007888309355,0.08323510648878359,0.9411687697168611
ID12828,12828,0,10.453006744384766,145.80691627131063,178.63806117533048,0.0,55178.429026800004,92,10.0,1,,1489.1259079903148,1393.0,1193.0,2054.0,615009.0,225.5506931416116,0.07474913095355348,0.9183670523185067
ID21020,21020,0,10.931328773498535,128.80201664660538,106.1903788537656,0.0,86366.2367376,144,10.0,1,,1502.1186440677966,1482.0,1158.0,1948.0,620375.0,216.12436406797838,0.08438061590467072,1.0816616923336337
ID7711,7711,0,9.736701011657715,131.9780628806737,135.79438172638456,0.0,29388.5111121,49,10.0,1,,1525.6198547215497,1535.0,1189.0,1941.0,630081.0,198.48254011637098,0.08349453504902205,1.184637139158572
ID4130,4130,0,9.301375389099121,156.64910694754607,125.10368211133637,0.0,4798.1242632,8,10.0,1,,1521.997578692494,1472.0,1202.0,1948.0,628585.0,184.6238829335546,0.07347260857367217,1.1284714309847577
